frame,player_id,tacticam_bbox,broadcast_bbox
33,356,"[800, 169, 832, 213]","[999, 532, 1057, 633]"
33,357,"[453, 211, 494, 264]","[920, 539, 975, 636]"
33,358,"[326, 479, 367, 536]","[879, 595, 923, 701]"
33,359,"[717, 345, 755, 399]","[1535, 489, 1576, 583]"
33,360,"[717, 345, 755, 399]","[1540, 447, 1575, 514]"
33,361,"[1663, 473, 1689, 533]","[1905, 589, 1920, 686]"
34,362,"[1105, 480, 1132, 538]","[924, 538, 977, 633]"
34,363,"[278, 706, 314, 774]","[1497, 696, 1549, 821]"
34,364,"[278, 706, 314, 774]","[683, 686, 734, 803]"
34,365,"[804, 557, 847, 617]","[1601, 453, 1648, 532]"
34,366,"[278, 706, 314, 774]","[997, 530, 1054, 632]"
34,367,"[456, 212, 499, 267]","[1592, 558, 1645, 661]"
34,368,"[1105, 480, 1132, 538]","[880, 592, 924, 700]"
34,369,"[456, 212, 499, 267]","[1315, 479, 1380, 563]"
34,370,"[456, 212, 499, 267]","[1531, 502, 1573, 586]"
34,371,"[278, 706, 314, 774]","[1544, 450, 1573, 524]"
34,372,"[1105, 480, 1132, 538]","[1518, 395, 1555, 463]"
34,373,"[456, 212, 499, 267]","[1526, 489, 1568, 542]"
34,374,"[893, 180, 924, 224]","[1315, 479, 1373, 530]"
35,375,"[1659, 473, 1691, 533]","[1492, 694, 1556, 820]"
35,376,"[798, 554, 851, 613]","[1591, 451, 1650, 527]"
35,377,"[1659, 473, 1691, 533]","[685, 685, 733, 805]"
35,378,"[798, 554, 851, 613]","[999, 529, 1059, 623]"
35,379,"[463, 215, 500, 268]","[925, 538, 981, 629]"
35,380,"[1153, 368, 1181, 421]","[883, 590, 929, 698]"
35,381,"[760, 260, 791, 310]","[1315, 479, 1373, 566]"
35,382,"[330, 478, 364, 535]","[1521, 488, 1574, 582]"
35,383,"[330, 478, 364, 535]","[1594, 559, 1642, 662]"
35,384,"[1693, 345, 1720, 405]","[1543, 452, 1573, 512]"
35,385,"[1659, 473, 1691, 533]","[345, 510, 382, 609]"
35,386,"[1102, 481, 1125, 538]","[1519, 396, 1556, 464]"
36,387,"[795, 554, 849, 612]","[998, 528, 1064, 619]"
36,388,"[1657, 472, 1692, 533]","[1486, 691, 1562, 816]"
36,389,"[892, 181, 930, 225]","[1315, 479, 1382, 566]"
36,390,"[756, 260, 794, 308]","[929, 540, 987, 630]"
36,391,"[1157, 368, 1185, 422]","[881, 588, 935, 698]"
36,392,"[280, 697, 321, 770]","[686, 684, 735, 806]"
36,393,"[756, 260, 794, 308]","[1513, 492, 1574, 580]"
36,394,"[795, 554, 849, 612]","[1578, 452, 1649, 526]"
36,395,"[1157, 368, 1185, 422]","[1597, 595, 1631, 663]"
36,396,"[1688, 345, 1723, 406]","[1542, 450, 1575, 514]"
36,397,"[1103, 482, 1126, 538]","[1598, 561, 1631, 638]"
36,398,"[348, 400, 388, 450]","[357, 511, 395, 612]"
37,399,"[1652, 474, 1694, 534]","[1474, 691, 1567, 809]"
37,400,"[1155, 370, 1187, 423]","[878, 589, 942, 694]"
37,401,"[754, 260, 795, 308]","[1319, 480, 1388, 566]"
37,402,"[283, 694, 326, 766]","[1004, 528, 1065, 618]"
37,403,"[754, 260, 795, 308]","[1512, 491, 1570, 582]"
37,404,"[337, 473, 373, 534]","[937, 543, 993, 630]"
37,405,"[1155, 370, 1187, 423]","[1593, 561, 1636, 664]"
37,406,"[283, 694, 326, 766]","[688, 682, 737, 791]"
37,407,"[927, 229, 960, 270]","[367, 512, 405, 615]"
37,408,"[347, 370, 388, 424]","[1538, 449, 1574, 526]"
